division,dept,course,term,year,item 1 (i found the course intellectually stimulating),item 2 (the course provided me with a deep understanding of the subject manner) ,item 3 (the instructor created a course atmosphere that was condusive to my learning),"item 4 (course projects, assignments, tests, and/or exams improved my understanding of the course material)","item 5 (course projects, assignments, tests, and/or exams provided opportunity for me to demonstrate an understanding of the course material)","item 6 (overall, the quality of my learning experience in the course was:) ",instructor generated enthusiasm,course workload,i would recommend this course,number invited,number responses,last name,description
artsc,csc,csc108h1,summer,2015,4.2,4.5,4.3,4.1,4.1,4.1,4.2,3.4,4.0,98.00,30,aly,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2017,3.8,3.9,3.8,4.1,4.1,3.7,3.9,3.1,3.7,129.00,63,aly,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,kim,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,kostas,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,kainth,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,kazakevich,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,papadopoulou,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,sin,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
artsc,csc,csc108h1,summer,2018,4.0,4.3,4.3,4.3,4.4,4.0,4.3,3.2,4.2,151.00,55,zhang,programming in a language such as python elementary data types lists maps program structure control flow functions classes objects methods algorithms and problem solving searching sorting and complexity unit testing floatingpoint numbers and numerical computation no prior programming experience required
